YEAR,MO,DY,T2M,T2MDEW,QV2M,RH2M,PRECTOTCORR,PS,WS10M
2005,6,14,30.06,24.36,19.53,73.12,0.29,98.52,1.62
2005,6,15,29.87,24.76,20.02,74.88,3.57,98.36,1.23
2005,6,16,28.98,25.29,20.63,81.0,5.09,98.31,2.52
2005,6,17,28.97,24.62,19.84,78.44,13.08,98.26,1.81
2005,6,18,29.79,25.87,21.48,80.81,5.0,98.21,2.55
2005,6,19,30.14,25.48,20.94,77.81,4.15,98.37,2.83
2005,6,20,29.48,25.03,20.32,78.19,18.7,98.6,1.64
2005,6,21,28.18,24.68,19.84,82.0,12.71,98.74,2.61
2005,6,22,27.98,24.3,19.41,80.88,4.78,98.75,1.91
2005,6,23,29.12,24.9,20.14,79.12,0.6,98.58,2.09
2005,6,24,29.57,24.54,19.78,75.69,7.17,98.4,1.64
2005,6,25,29.26,24.73,19.96,77.5,1.84,98.41,3.05
2005,6,26,30.01,24.4,19.59,73.5,2.67,98.42,2.3
2005,6,27,30.22,24.71,19.96,73.44,1.81,98.37,3.39
2005,6,28,30.15,25.25,20.63,75.88,4.0,98.38,3.42
2005,6,29,28.38,24.72,19.9,81.0,16.92,98.63,3.3
2005,6,30,29.4,25.26,20.57,79.56,4.51,98.46,3.32
2005,7,1,28.5,25.07,20.32,82.69,5.55,98.57,2.56
2005,7,2,28.93,24.61,19.84,78.5,5.52,98.56,1.49
2005,7,3,29.78,25.21,20.51,77.44,8.52,98.52,2.22
2005,7,4,30.42,25.17,20.51,74.81,3.05,98.42,3.05
2005,7,5,30.39,25.08,20.39,74.62,2.41,98.55,3.47
2005,7,6,30.07,25.31,20.63,76.88,2.61,98.66,1.88
2005,7,7,29.8,25.1,20.39,77.25,0.3,98.6,2.81
2005,7,8,30.34,25.33,20.69,75.88,0.73,98.47,3.84
2005,7,9,29.33,25.27,20.57,79.75,1.84,98.48,3.59
2005,7,10,28.26,25.45,20.75,85.31,25.84,98.72,2.73
2005,7,11,28.35,25.69,21.06,86.31,31.3,98.95,2.25
2005,7,12,27.33,24.44,19.47,85.0,11.99,99.07,2.02
2005,7,13,27.13,24.82,19.96,87.62,17.59,99.07,2.59
2005,7,14,26.9,24.07,19.04,85.19,14.23,99.27,2.9
2005,7,15,26.73,24.19,19.17,86.69,12.25,99.33,1.74
2005,7,16,27.45,24.36,19.35,84.25,3.26,99.17,3.96
2005,7,17,27.45,25.12,20.32,87.69,4.63,98.89,3.66
2005,7,18,27.52,25.07,20.26,87.06,7.03,98.84,4.61
2005,7,19,28.15,25.12,20.39,84.56,6.96,98.74,4.73
2005,7,20,29.08,25.81,21.24,83.56,6.46,98.6,3.97
2005,7,21,29.14,25.49,20.87,81.94,2.19,98.53,1.57
2005,7,22,29.31,25.66,21.12,81.75,2.65,98.41,2.02
2005,7,23,30.35,25.98,21.55,78.25,6.13,98.4,2.27
2005,7,24,31.12,25.44,20.87,73.25,0.45,98.28,1.76
2005,7,25,29.45,25.63,21.12,80.5,4.36,98.34,3.49
2005,7,26,30.06,25.06,20.39,75.69,9.3,98.45,3.53
2005,7,27,30.17,26.0,21.55,79.44,4.79,98.43,2.73
2005,7,28,30.65,25.8,21.3,76.31,0.4,98.32,2.41
2005,7,29,30.83,25.55,21.0,74.81,0.35,98.24,3.41
2005,7,30,30.5,25.4,20.81,75.19,33.22,98.26,3.03
2005,7,31,30.89,25.12,20.51,73.12,1.72,98.28,1.98
2005,8,1,30.08,26.55,22.34,82.25,0.02,98.25,2.34
2005,8,2,31.61,26.51,22.28,75.88,21.64,98.14,1.3
2005,8,3,29.4,26.91,22.77,87.06,42.45,98.43,3.16
2005,8,4,29.14,26.35,21.97,85.62,67.68,98.5,2.31
2005,8,5,28.75,25.88,21.42,85.0,49.72,98.35,2.01
2005,8,6,27.96,26.15,21.79,90.25,73.73,98.17,3.5
2005,8,7,28.95,26.04,21.67,85.12,16.03,98.13,1.47
2005,8,8,28.02,26.29,21.97,90.5,13.32,98.3,2.23
2005,8,9,27.96,25.83,21.36,88.62,2.99,98.29,1.76
2005,8,10,28.79,25.35,20.75,82.75,13.25,98.21,1.64
2005,8,11,28.63,25.89,21.48,85.56,103.53,98.23,2.05
2005,8,12,30.01,26.02,21.67,79.69,11.07,98.35,2.77
2005,8,13,30.62,25.98,21.55,77.69,5.3,98.36,1.78
2005,8,14,31.14,26.72,22.52,78.56,25.62,98.33,2.2
2005,8,15,28.76,25.33,20.63,82.56,23.79,98.67,1.69
2005,8,16,28.79,25.95,21.42,85.19,4.89,98.67,2.37
2005,8,17,28.89,26.08,21.61,85.44,2.09,98.57,2.77
2005,8,18,28.95,25.54,20.94,82.94,80.08,98.65,1.78
2005,8,19,29.55,25.69,21.12,80.56,83.61,98.59,2.3
2005,8,20,27.94,25.17,20.45,85.56,24.24,98.62,2.27
2005,8,21,27.15,24.94,20.2,88.12,8.78,98.61,2.56
2005,8,22,28.24,25.44,20.81,85.81,21.1,98.74,2.37
2005,8,23,27.73,25.9,21.3,90.06,10.5,98.84,2.36
2005,8,24,28.05,25.03,20.26,84.25,26.45,98.82,1.76
2005,8,25,28.37,24.98,20.2,82.69,17.71,98.79,1.7
2005,8,26,27.55,25.19,20.39,87.44,6.15,98.89,3.23
2005,8,27,27.2,24.92,20.08,87.94,1.99,98.96,3.04
2005,8,28,27.24,24.8,19.96,87.25,1.48,98.89,3.11
2005,8,29,27.32,24.81,19.96,86.94,0.5,98.88,3.02
2005,8,30,28.3,25.48,20.81,85.31,0.89,98.7,1.83
2005,8,31,27.96,25.48,20.81,86.81,0.46,98.66,1.41
2005,9,1,29.1,25.01,20.26,79.31,0.17,98.81,1.84
2005,9,2,29.79,25.05,20.26,76.75,0.18,98.9,2.04
2005,9,3,30.5,24.93,20.14,73.56,10.88,98.92,1.91
2005,9,4,28.5,25.58,20.94,84.69,0.46,98.82,2.2
2005,9,5,26.71,25.16,20.39,91.44,13.63,99.0,2.87
2005,9,6,27.7,24.3,19.29,82.44,0.23,99.04,1.98
2005,9,7,28.43,24.47,19.53,80.19,0.92,99.1,1.72
2005,9,8,29.05,25.01,20.2,79.75,0.28,99.12,1.8
2005,9,9,28.9,24.98,20.14,80.12,7.27,99.14,3.05
2005,9,10,28.83,24.41,19.47,78.06,4.61,98.94,2.46
2005,9,11,29.45,24.49,19.65,75.69,0.3,98.79,2.49
2005,9,12,29.2,24.14,19.23,74.88,0.01,98.9,3.16
2005,9,13,28.34,23.3,18.19,74.94,0.02,99.2,3.32
2005,9,14,27.97,22.49,17.27,73.0,0.01,99.32,3.11
2005,9,15,28.68,22.27,17.15,69.56,0.07,99.09,3.0
2005,9,16,27.89,22.9,17.82,75.19,0.43,98.93,3.31
2005,9,17,27.36,23.9,18.86,82.06,0.2,99.09,3.9
2005,9,18,27.99,24.0,18.98,79.69,0.35,99.13,3.27
2005,9,19,29.42,24.26,19.35,75.31,0.68,98.9,1.92
2005,9,20,29.53,25.11,20.32,78.44,17.11,98.91,2.14
2005,9,21,26.56,25.02,20.14,91.5,15.76,99.25,4.62
2005,9,22,26.65,24.34,19.35,87.88,1.5,99.31,3.14
2005,9,23,26.82,24.29,19.29,86.5,4.07,99.13,2.93
2005,9,24,26.42,25.21,20.45,93.25,8.58,99.03,2.3
2005,9,25,27.38,24.97,20.14,87.25,8.83,98.87,2.39
2005,9,26,27.44,24.49,19.59,84.81,2.84,98.87,1.22
2005,9,27,27.52,24.04,19.04,82.31,0.44,99.04,1.52
2005,9,28,27.62,23.58,18.49,79.94,0.02,99.02,1.78
2005,9,29,27.51,24.22,19.29,83.06,0.75,99.0,1.89
2005,9,30,26.99,24.75,19.84,88.06,4.86,99.16,2.69
2005,10,1,26.4,23.64,18.49,85.38,12.27,99.42,1.41
2005,10,2,24.54,22.52,17.21,88.94,17.53,99.6,1.59
2005,10,3,24.13,22.11,16.85,88.69,5.41,99.45,2.48
2005,10,4,25.56,21.91,16.66,80.94,8.67,99.47,2.62
2005,10,5,26.28,22.56,17.33,81.0,2.03,99.45,1.77
2005,10,6,26.33,22.2,16.97,79.0,2.43,99.43,1.38
2005,10,7,26.21,22.23,16.97,79.69,0.44,99.47,1.66
2005,10,8,26.44,22.01,16.78,77.81,0.8,99.48,1.87
2005,10,9,25.98,22.27,17.03,81.25,0.04,99.55,2.83
2005,10,10,26.14,22.09,16.85,79.56,0.0,99.53,2.54
2005,10,11,25.84,21.4,16.17,77.94,0.0,99.56,1.93
2005,10,12,25.3,21.01,15.75,78.38,0.01,99.51,1.88
2005,10,13,25.5,19.62,14.47,71.88,0.05,99.46,1.73
2005,10,14,24.91,20.18,15.01,75.88,0.0,99.49,2.11
2005,10,15,25.39,20.42,15.2,75.25,0.0,99.52,1.72
2005,10,16,25.72,20.4,15.2,73.62,0.0,99.56,1.43
2005,10,17,25.72,20.96,15.69,75.81,0.3,99.67,1.16
2005,10,18,24.01,22.05,16.72,89.12,11.87,99.8,2.15
2005,10,19,22.93,20.69,15.38,87.75,7.67,99.83,2.81
2005,10,20,22.95,21.23,15.93,90.31,5.41,99.78,2.55
2005,10,21,22.4,20.29,15.01,88.06,17.21,99.9,2.84
2005,10,22,22.09,20.54,15.2,91.06,48.05,99.86,3.63
2005,10,23,22.65,20.7,15.38,89.31,17.52,99.68,2.47
2005,10,24,22.64,20.13,14.83,86.62,0.19,99.73,1.86
2005,10,25,22.4,19.65,14.4,85.5,0.01,99.7,2.59
2005,10,26,22.68,19.48,14.34,83.12,0.18,99.6,2.62
2005,10,27,22.98,19.58,14.4,82.06,0.02,99.67,1.79
2005,10,28,22.85,19.3,14.1,81.56,0.0,99.78,2.75
2005,10,29,22.65,18.01,13.12,76.19,0.0,99.5,2.13
2005,10,30,22.69,18.2,13.24,77.19,0.0,99.41,2.05
2005,10,31,22.56,17.62,12.82,74.75,0.28,99.45,1.92
2005,11,1,21.69,17.19,12.39,76.81,0.04,99.62,1.81
2005,11,2,20.98,17.26,12.39,80.88,0.0,99.75,2.7
2005,11,3,20.43,16.19,11.66,78.56,0.0,99.75,2.45
2005,11,4,20.73,16.16,11.66,76.25,0.0,99.69,2.81
2005,11,5,22.46,16.58,11.96,70.56,0.0,99.76,1.31
2005,11,6,20.34,16.7,12.02,80.94,0.0,99.77,2.34
2005,11,7,20.42,16.7,12.02,80.75,0.0,99.67,3.03
2005,11,8,20.69,15.48,11.17,73.5,0.0,99.67,2.72
2005,11,9,20.97,15.37,11.11,71.75,0.0,99.68,2.52
2005,11,10,20.77,15.92,11.47,74.88,0.0,99.66,2.52
2005,11,11,20.27,15.87,11.35,77.19,0.0,99.64,2.23
2005,11,12,19.83,15.53,11.11,77.81,0.0,99.63,2.0
2005,11,13,19.65,15.95,11.41,80.31,0.0,99.62,1.59
2005,11,14,20.18,16.69,11.96,81.38,0.0,99.64,1.7
2005,11,15,19.76,16.01,11.47,80.19,0.0,99.52,1.93
2005,11,16,20.12,16.4,11.78,80.12,0.02,99.52,1.39
2005,11,17,20.26,17.55,12.63,85.19,0.24,99.62,1.7
2005,11,18,19.3,17.08,12.27,87.69,0.43,99.78,1.73
2005,11,19,18.77,16.0,11.41,85.0,0.06,99.94,2.92
2005,11,20,18.61,14.85,10.62,80.0,0.0,99.86,2.84
2005,11,21,18.79,15.15,10.86,80.62,0.0,99.9,2.75
2005,11,22,19.13,15.4,11.05,80.0,0.51,99.81,1.82
2005,11,23,19.19,16.65,11.9,85.81,1.5,99.88,1.78
2005,11,24,18.86,16.37,11.72,86.38,0.0,99.95,2.43
2005,11,25,18.26,15.03,10.74,82.69,0.0,99.99,2.5
2005,11,26,17.74,14.01,10.07,80.19,0.0,99.88,2.74
2005,11,27,17.32,13.44,9.7,79.31,0.0,99.9,2.45
2005,11,28,16.69,12.88,9.34,79.88,0.0,99.99,2.34
2005,11,29,16.54,13.05,9.46,81.25,0.0,99.82,2.45
2005,11,30,16.82,13.29,9.64,80.94,0.0,99.5,1.85
2005,12,1,17.0,12.88,9.4,77.94,0.0,99.56,2.3
2005,12,2,17.12,12.38,9.09,75.0,0.0,99.77,2.72
2005,12,3,16.94,12.75,9.28,77.5,0.0,99.76,2.44
2005,12,4,17.01,12.88,9.4,78.19,0.0,99.57,1.91
2005,12,5,16.55,12.45,9.09,78.38,0.0,99.65,2.27
2005,12,6,16.48,12.25,8.97,77.88,0.0,99.77,2.88
2005,12,7,16.67,11.75,8.73,74.06,0.0,99.75,3.0
2005,12,8,16.68,10.62,8.12,68.94,0.0,99.68,3.2
2005,12,9,16.81,10.73,8.18,69.0,0.0,99.63,2.79
2005,12,10,16.63,10.93,8.3,70.31,0.0,99.7,2.71
2005,12,11,16.33,10.98,8.3,71.94,0.0,99.83,2.58
2005,12,12,15.98,11.21,8.36,75.19,0.0,99.85,2.59
2005,12,13,16.04,11.05,8.3,73.88,0.0,99.78,2.52
2005,12,14,15.56,10.43,7.93,73.25,0.0,99.77,3.21
2005,12,15,15.99,10.44,7.93,71.44,0.0,99.96,3.82
2005,12,16,16.55,10.4,7.93,68.62,0.0,99.99,3.32
2005,12,17,17.07,11.44,8.48,70.81,0.0,99.97,2.88
2005,12,18,17.43,12.38,9.09,73.94,0.0,99.78,2.47
2005,12,19,17.23,12.75,9.28,76.62,0.0,99.69,2.52
2005,12,20,17.57,12.66,9.28,73.88,0.0,99.77,2.52
2005,12,21,17.63,12.56,9.22,73.69,0.0,99.97,3.04
2005,12,22,17.79,13.4,9.7,76.25,0.06,99.99,3.49
2005,12,23,17.83,14.33,10.31,81.06,0.1,99.81,3.18
2005,12,24,17.55,13.66,9.83,79.5,0.0,99.78,3.02
2005,12,25,17.19,12.83,9.34,77.5,0.0,99.71,2.38
2005,12,26,17.1,13.34,9.7,79.88,0.0,99.83,2.34
2005,12,27,16.34,12.26,8.97,78.06,0.0,100.17,1.77
2005,12,28,15.59,11.94,8.79,80.0,0.0,100.07,2.99
2005,12,29,15.82,10.63,8.06,72.81,0.0,99.99,2.51
2005,12,30,15.57,10.57,8.0,73.88,0.0,100.11,2.73
2005,12,31,15.46,10.39,7.87,73.75,0.0,100.16,2.44
2006,1,1,15.26,9.83,7.57,71.88,0.0,100.15,2.64
2006,1,2,14.58,9.38,7.39,72.88,0.0,100.03,3.19
2006,1,3,14.47,9.23,7.32,72.31,0.0,99.92,2.37
2006,1,4,14.4,9.85,7.63,76.31,0.0,99.82,2.44
2006,1,5,14.96,9.98,7.69,73.75,0.0,99.77,2.38
2006,1,6,14.81,9.82,7.63,73.88,0.0,99.84,2.72
2006,1,7,15.46,10.12,7.81,72.19,0.0,99.84,2.11
2006,1,8,14.96,10.33,7.87,76.0,0.0,99.85,2.39
2006,1,9,15.23,9.55,7.51,70.75,0.0,99.83,2.22
2006,1,10,15.62,9.1,7.26,66.25,0.0,99.83,1.69
2006,1,11,15.17,9.68,7.57,71.5,0.0,99.74,1.9
2006,1,12,14.66,9.73,7.57,74.12,0.0,99.82,1.91
2006,1,13,14.52,9.59,7.51,73.81,0.0,99.72,2.11
2006,1,14,14.03,10.05,7.75,78.25,0.0,99.78,2.48
2006,1,15,13.94,10.06,7.75,79.38,0.0,99.88,2.88
2006,1,16,13.72,10.0,7.69,79.88,0.0,99.77,2.73
2006,1,17,14.16,10.18,7.81,78.56,0.0,99.78,2.53
2006,1,18,14.87,11.42,8.48,81.25,0.0,99.62,3.09
2006,1,19,16.0,12.69,9.28,81.94,0.08,99.57,2.6
2006,1,20,16.26,12.78,9.28,81.38,0.0,99.67,2.27
2006,1,21,15.39,11.55,8.54,79.69,0.0,99.73,2.16
2006,1,22,14.35,10.15,7.81,77.88,0.01,99.69,2.54
2006,1,23,14.79,9.24,7.39,70.81,0.0,99.78,1.88
2006,1,24,14.38,9.62,7.51,75.12,0.0,99.99,2.39
2006,1,25,15.37,10.37,7.87,73.69,0.0,100.24,2.45
2006,1,26,16.04,10.15,7.75,70.69,0.0,100.23,2.88
2006,1,27,16.23,9.19,7.26,65.12,0.0,100.1,2.56
2006,1,28,16.13,8.83,7.14,64.5,0.0,99.95,2.27
2006,1,29,16.2,9.39,7.45,65.56,0.0,99.91,2.09
2006,1,30,17.3,10.26,7.81,65.06,0.0,100.05,2.0
2006,1,31,17.94,10.57,8.0,64.12,0.0,100.16,2.25
2006,2,1,18.01,10.9,8.18,65.62,0.0,100.1,2.72
2006,2,2,18.78,12.73,9.28,69.56,0.0,100.07,1.78
2006,2,3,19.0,14.08,10.07,75.0,0.0,100.08,2.26
2006,2,4,19.51,13.96,10.01,71.62,0.04,99.99,2.16
2006,2,5,18.76,14.05,10.07,75.69,2.49,100.02,2.34
2006,2,6,18.19,13.18,9.52,74.75,0.0,99.96,2.59
2006,2,7,18.4,11.93,8.79,69.12,0.0,99.96,2.83
2006,2,8,18.55,11.01,8.24,63.81,0.0,100.12,2.66
2006,2,9,18.48,10.76,8.12,63.0,0.0,100.21,2.44
2006,2,10,18.81,11.41,8.48,64.81,0.0,100.05,2.45
2006,2,11,18.91,12.26,8.97,67.56,0.0,99.96,2.15
2006,2,12,19.45,12.77,9.28,67.31,0.0,99.93,1.95
2006,2,13,19.07,13.05,9.46,70.5,0.0,99.72,2.32
2006,2,14,19.56,13.73,9.95,70.62,1.13,99.46,2.38
2006,2,15,19.69,15.02,10.8,76.19,1.99,99.29,2.91
2006,2,16,20.61,14.23,10.31,68.81,1.16,99.2,3.35
2006,2,17,20.55,13.31,9.7,64.81,1.39,99.44,2.78
2006,2,18,20.44,14.04,10.13,68.0,1.18,99.74,2.65
2006,2,19,20.94,15.37,10.99,72.31,0.79,99.61,3.1
2006,2,20,21.69,16.33,11.72,73.56,0.0,99.59,2.74
2006,2,21,21.93,17.93,13.0,79.06,9.69,99.45,2.16
2006,2,22,22.01,18.12,13.12,80.06,0.12,99.44,2.76
2006,2,23,21.89,17.13,12.33,76.0,2.05,99.42,2.74
2006,2,24,22.34,16.85,12.15,72.75,0.05,99.32,2.66
2006,2,25,22.14,16.85,12.15,73.94,0.02,99.37,2.84
2006,2,26,22.12,16.47,11.84,72.69,0.14,99.23,2.87
2006,2,27,22.73,14.8,10.74,63.69,0.1,98.9,3.11
2006,2,28,22.8,12.69,9.34,55.06,0.09,99.0,3.8
2006,3,1,21.7,8.8,7.2,46.75,0.0,99.34,3.18
2006,3,2,21.35,8.87,7.26,47.75,0.0,99.55,2.74
2006,3,3,20.93,9.02,7.26,48.69,0.01,99.62,2.14
2006,3,4,20.25,8.62,7.08,50.56,0.0,99.67,2.27
2006,3,5,20.03,9.54,7.51,53.69,0.0,99.66,2.9
2006,3,6,21.51,9.92,7.75,50.06,0.02,99.69,2.63
2006,3,7,21.58,10.75,8.12,53.0,0.0,99.76,2.8
2006,3,8,22.04,11.58,8.61,54.38,0.0,99.87,2.96
2006,3,9,22.69,12.98,9.46,57.06,0.0,99.83,2.7
2006,3,10,23.69,14.47,10.44,59.19,0.01,99.54,2.47
2006,3,11,22.93,15.33,10.99,63.88,1.28,99.38,2.19
2006,3,12,21.23,15.1,10.86,70.38,5.05,99.26,3.43
2006,3,13,21.48,14.82,10.62,68.38,0.0,99.5,2.91
2006,3,14,22.05,14.47,10.38,65.12,0.0,99.57,3.05
2006,3,15,22.86,15.22,10.93,64.75,0.02,99.59,2.76
2006,3,16,21.26,14.98,10.74,68.94,5.58,99.45,3.02
2006,3,17,21.15,14.33,10.31,67.81,0.0,99.42,2.74
2006,3,18,21.44,12.05,8.91,59.62,0.1,99.55,2.73
2006,3,19,21.33,11.02,8.3,55.94,0.0,99.57,2.57
2006,3,20,22.62,11.48,8.54,52.25,0.0,99.4,2.37
2006,3,21,22.15,11.84,8.79,55.44,0.0,99.17,2.84
2006,3,22,22.98,12.07,8.91,53.06,0.27,99.01,3.7
2006,3,23,23.43,12.48,9.22,53.44,0.57,99.04,2.87
2006,3,24,23.66,12.94,9.46,54.06,0.0,99.12,2.88
2006,3,25,23.68,13.23,9.64,55.0,0.0,99.19,3.13
2006,3,26,25.12,13.79,10.01,52.44,0.01,99.07,3.41
2006,3,27,26.77,12.95,9.52,45.88,0.08,98.95,3.26
2006,3,28,25.08,9.51,7.57,41.56,0.01,99.28,3.61
2006,3,29,23.94,8.51,7.08,41.94,0.0,99.4,3.15
2006,3,30,23.71,8.44,7.02,42.0,0.08,99.5,3.34
2006,3,31,23.99,10.44,8.0,46.06,0.59,99.44,2.73
2006,4,1,24.29,11.22,8.42,46.88,0.0,99.33,3.03
2006,4,2,25.29,13.82,10.01,51.31,2.46,99.3,3.32
2006,4,3,24.92,16.42,11.96,60.44,28.72,99.18,3.34
2006,4,4,24.69,18.41,13.55,69.31,27.52,99.07,3.08
2006,4,5,24.4,19.41,14.34,74.88,11.4,99.16,3.35
2006,4,6,24.21,18.98,13.92,73.5,20.08,99.39,3.43
2006,4,7,24.66,18.47,13.49,69.62,6.59,99.32,3.31
2006,4,8,24.77,17.98,13.06,67.31,0.33,99.26,4.06
2006,4,9,24.65,18.87,13.79,71.5,13.77,99.33,3.51
2006,4,10,25.51,20.55,15.38,75.25,6.14,99.12,2.73
2006,4,11,26.43,22.27,17.15,79.12,21.84,98.74,4.57
2006,4,12,26.05,19.67,14.65,69.75,0.23,98.74,4.3
2006,4,13,25.72,18.27,13.61,64.44,0.74,98.92,4.02
2006,4,14,26.13,16.76,12.27,57.5,0.01,99.1,4.35
2006,4,15,25.9,15.02,10.86,53.94,0.02,99.14,3.09
2006,4,16,26.09,15.19,11.05,53.19,0.09,99.08,3.11
2006,4,17,25.79,17.28,12.63,60.75,8.21,99.21,2.2
2006,4,18,22.79,18.68,13.67,78.25,29.53,99.52,2.61
2006,4,19,22.41,18.82,13.73,80.81,11.58,99.62,3.62
2006,4,20,24.09,17.5,12.7,69.25,0.07,99.56,2.23
2006,4,21,24.62,16.49,11.9,62.56,0.87,99.39,1.86
2006,4,22,25.04,17.75,12.88,66.62,0.09,99.26,2.61
2006,4,23,25.76,18.28,13.31,65.5,1.35,99.19,2.56
2006,4,24,26.24,18.13,13.18,63.12,0.04,99.18,2.85
2006,4,25,26.53,18.27,13.31,63.06,1.32,99.14,2.66
2006,4,26,26.92,18.9,13.92,63.88,4.67,99.08,2.81
2006,4,27,23.55,19.15,14.04,76.69,8.97,99.24,3.91
2006,4,28,27.16,18.92,13.92,63.69,0.0,99.15,2.38
2006,4,29,27.9,17.15,12.51,55.94,0.0,99.0,3.16
2006,4,30,28.6,18.8,13.85,58.12,0.0,98.89,2.77
2006,5,1,28.95,20.62,15.5,62.62,4.94,99.12,2.83
2006,5,2,27.8,23.15,18.01,76.69,77.5,99.21,2.63
2006,5,3,26.33,22.04,16.78,78.19,1.86,99.27,2.95
2006,5,4,26.69,21.81,16.6,75.69,12.47,99.26,2.77
2006,5,5,26.73,21.91,16.72,75.75,38.15,99.35,2.65
2006,5,6,25.98,22.18,16.97,80.19,5.93,99.29,3.41
2006,5,7,24.97,20.62,15.38,77.5,0.09,99.24,2.95
2006,5,8,27.04,21.54,16.36,73.69,0.0,99.15,2.24
2006,5,9,27.68,22.23,17.03,73.5,0.06,99.06,2.05
2006,5,10,28.3,22.47,17.33,72.19,0.64,98.95,1.65
2006,5,11,27.37,22.75,17.58,76.94,8.7,99.03,2.32
2006,5,12,27.8,23.0,17.88,76.12,5.12,99.14,2.43
2006,5,13,26.86,22.86,17.7,79.44,18.79,99.22,2.26
2006,5,14,25.72,21.29,16.05,77.25,4.93,99.32,4.2
2006,5,15,25.87,18.4,13.37,65.31,0.0,99.32,4.65
2006,5,16,27.08,19.06,13.98,63.31,0.0,99.3,2.89
2006,5,17,27.76,18.78,13.73,61.0,0.0,99.24,2.6
2006,5,18,29.14,19.37,14.34,59.0,0.1,98.95,2.39
2006,5,19,28.35,20.8,15.69,65.31,10.9,98.83,1.87
2006,5,20,28.41,21.57,16.42,68.44,0.15,98.7,2.0
2006,5,21,29.36,21.15,15.99,63.56,2.08,98.74,2.04
2006,5,22,29.55,20.27,15.2,59.88,0.42,98.73,1.98
2006,5,23,29.46,20.36,15.26,60.38,0.3,98.71,1.89
2006,5,24,29.76,21.49,16.36,63.44,1.49,98.57,1.99
2006,5,25,31.34,21.32,16.24,58.44,1.03,98.48,2.41
2006,5,26,29.62,24.29,19.41,74.19,31.31,98.78,1.94
2006,5,27,27.81,24.15,19.17,81.12,6.07,98.91,1.29
2006,5,28,26.11,23.55,18.49,86.19,4.06,98.76,2.72
2006,5,29,28.08,24.05,19.23,79.81,14.6,98.32,2.78
2006,5,30,29.21,25.43,20.87,81.25,16.78,98.21,3.23
2006,5,31,28.57,24.34,19.47,78.62,18.94,98.56,2.84
2006,6,1,28.13,24.63,19.78,81.81,2.39,98.71,2.81
2006,6,2,28.18,23.89,18.92,78.88,7.73,98.75,2.37
2006,6,3,28.46,23.3,18.25,75.06,5.27,98.67,1.89
2006,6,4,29.65,23.8,18.86,72.31,0.1,98.49,1.74
2006,6,5,28.19,24.87,20.14,83.19,12.98,98.47,2.12
2006,6,6,30.13,25.09,20.39,76.06,9.16,98.47,1.82
2006,6,7,29.44,25.26,20.57,79.25,5.41,98.59,2.09
2006,6,8,30.16,24.98,20.26,75.0,0.3,98.53,1.99
2006,6,9,29.3,25.36,20.69,80.44,6.51,98.46,2.47
2006,6,10,27.35,24.73,19.96,86.12,10.45,98.49,1.73
2006,6,11,28.6,25.25,20.63,83.0,23.49,98.35,4.7
2006,6,12,28.96,26.36,22.03,86.12,22.16,98.33,4.65
2006,6,13,29.0,25.29,20.63,81.5,12.38,98.59,3.06
2006,6,14,28.48,24.43,19.53,79.56,6.78,98.8,3.09
2006,6,15,28.16,23.94,18.98,78.88,1.8,98.82,2.93
2006,6,16,28.73,25.05,20.26,81.38,22.84,98.75,3.29
2006,6,17,28.5,24.55,19.65,80.62,0.46,98.87,2.3
2006,6,18,29.4,24.82,20.02,77.62,0.12,98.79,2.48
2006,6,19,30.0,24.01,19.04,72.06,0.27,98.78,1.23
2006,6,20,28.27,24.08,19.1,78.62,3.3,98.86,2.47
2006,6,21,26.43,23.74,18.74,85.44,2.33,98.92,2.69
2006,6,22,29.05,24.26,19.35,76.5,4.65,98.71,2.05
2006,6,23,29.18,25.05,20.32,79.19,12.63,98.77,1.65
2006,6,24,27.8,25.1,20.32,85.81,9.81,98.97,2.52
2006,6,25,28.43,25.27,20.51,84.06,6.35,98.91,2.54
2006,6,26,28.67,25.12,20.39,82.06,7.28,98.82,2.42
2006,6,27,27.4,25.46,20.75,89.5,16.87,98.76,2.64
2006,6,28,28.52,24.67,19.84,80.75,14.53,98.73,1.51
2006,6,29,29.48,24.21,19.35,74.31,7.08,98.56,1.55
2006,6,30,30.29,25.05,20.39,74.69,1.54,98.39,1.88
2006,7,1,30.64,25.73,21.24,76.31,0.48,98.26,3.91
2006,7,2,30.69,25.39,20.81,74.44,0.99,98.28,4.23
2006,7,3,31.44,26.33,21.97,75.31,9.43,98.41,2.39
2006,7,4,29.53,25.74,21.18,80.94,1.32,98.51,2.95
2006,7,5,29.71,25.87,21.36,81.06,1.48,98.56,3.87
2006,7,6,28.99,25.97,21.55,84.5,6.78,98.39,3.27
2006,7,7,29.38,26.43,22.16,85.0,11.99,98.2,3.07
2006,7,8,28.69,25.63,21.12,84.38,9.45,98.22,2.46
2006,7,9,30.33,25.23,20.63,75.44,12.29,98.24,1.35
2006,7,10,30.78,26.15,21.79,77.5,11.5,98.2,1.57
2006,7,11,30.2,26.05,21.67,79.31,17.13,98.26,3.35
2006,7,12,29.99,25.88,21.42,79.94,10.79,98.38,1.65
2006,7,13,29.06,25.99,21.55,84.25,1.96,98.26,2.15
2006,7,14,29.68,25.96,21.55,81.44,5.96,98.24,1.96
2006,7,15,29.74,25.87,21.42,80.81,6.97,98.29,1.97
2006,7,16,30.78,25.84,21.36,76.19,1.88,98.28,2.42
